,generator,sample_index,input_prompt,total_output
55,unwatermarked,55,"</s>Tulsa race riot survivor: ""Learn how to forgive, but never forget""
SAN FRANCISCO, California (CNN) -- A 100-inch, high definition screen projects an intense college basketball game. Massage therapists rub the","</s>Tulsa race riot survivor: ""Learn how to forgive, but never forget""
SAN FRANCISCO, California (CNN) -- A 100-inch, high definition screen projects an intense college basketball game. Massage therapists rub the pain away.
""It really does help, but we probably won't be able to have this machine and this for a long time,"" says Mark Odoak.
Bothen is from Tyler, West Texas, where he moved to last year"
56,unwatermarked,56,"</s>Two recently published reports shed damning light on the high cost of low wages in the fast food industry â€“ an industry dominated by the restaurant giant McDonaldâ€™s, which raked-in over $5.4 billion in","</s>Two recently published reports shed damning light on the high cost of low wages in the fast food industry â€“ an industry dominated by the restaurant giant McDonaldâ€™s, which raked-in over $5.4 billion in revenue in the latest financial year â€“ no doubt kudos to both folks.

The Coventry Telegraph and Express revealed that the cost of preparation for a large discount chain, with thousands of tonnes of food processed every 24 hours,"
57,unwatermarked,57,"</s>When Cait and I found out how easy it is to make ravioliâ€“and with such completely impressive and delicious results!â€“we just had to share this fabulous harvest recipe with you.
This dish is a","</s>When Cait and I found out how easy it is to make ravioliâ€“and with such completely impressive and delicious results!â€“we just had to share this fabulous harvest recipe with you.
This dish is a simple recipe as well as filling our home with surprisingly delicious ravioli! Explore your home thanks to our recipe suggestions back to you!
Can you rusticate ravioli?â€“We just made ravioli last night and I"
58,unwatermarked,58,"</s>Every morning on The Style Blog, we celebrate the best footwear weve come across. Now, for your benefit, its all in one place.
Every morning on The Style Blog, we celebrate the best footwear we've come across. Now,","</s>Every morning on The Style Blog, we celebrate the best footwear weve come across. Now, for your benefit, its all in one place.
Every morning on The Style Blog, we celebrate the best footwear we've come across. Now, enter to win a pair of Polo #2 + 8 cotton heels by ZCo, and after you win getani tees for 25.00 per foot.
–Vicceni Cadenús Número de Balencias"
59,unwatermarked,59,"</s>It may not have been enough to bring out the skis, but Wood River Valley residents woke up with a shock Wednesday to see a snowstorm three days before the start of summer.
Elizabeth Padian, a meteorologist with the National Weather","</s>It may not have been enough to bring out the skis, but Wood River Valley residents woke up with a shock Wednesday to see a snowstorm three days before the start of summer.
Elizabeth Padian, a meteorologist with the National Weather Service, predicted forecasters would likely send the maximum volume of precipitation — 14 inches — forecasted Wednesday to the west to six inches.
Very small amounts could be expected for possible Ida-related storm force winds, but no change in forest clearing"
60,unwatermarked,60,"</s>LOS ANGELES â€“ A lawsuit filed Wednesday against ABC (search) and ""American Idol"" judge Simon Cowell (search) alleges they conspired to steal the brand and concept of ""Million Dollar Idea,"" a series airing","</s>LOS ANGELES â€“ A lawsuit filed Wednesday against ABC (search) and ""American Idol"" judge Simon Cowell (search) alleges they conspired to steal the brand and concept of ""Million Dollar Idea,"" a series airing on Monday, for a show that would be the start of a scandal.
Start the conversation, or Read more at Laura Egon Hummsen.</s>Mod in the background reminds me of Nobu all over again.
Pablo Pereira"
61,unwatermarked,61,"</s>Are stoners now a target advertising demographic for fast food companies?
Ever since Harold and Kumar went to White Castle, fast-food companies have become increasingly blatant about targeting to stoners in their advertisements.
July 31, 2012,","</s>Are stoners now a target advertising demographic for fast food companies?
Ever since Harold and Kumar went to White Castle, fast-food companies have become increasingly blatant about targeting to stoners in their advertisements.
July 31, 2012, marked the 15th anniversary of the Supreme Court’s non-conviction of OxyContin drug manufacturer OxyContin on a 14-count charge. It’s the first time the court has held companies can take action against law-abiding as"
62,unwatermarked,62,"</s>Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical Center to Donell Sutherland and Adam Frank of Prescott.
Alexander Velasco","</s>Seren Rayne Frank Sutherland, a six lb., eight oz., girl, was born Saturday, Dec. 3, 2016, at Yavapai Regional Medical Center to Donell Sutherland and Adam Frank of Prescott.
Alexander Velasco Jacob, 38, older than Clara and Edward Atkins was born Sunday, Dec. 2, 2016, at Yavapai Regional Medical Center to Eileen Jean and Oscar Jacob.
Anne Jane Clark, 42, of Prescott, was born Saturday,"
63,unwatermarked,63,"</s>Due to Hurricane Irene, parts of New Jersey were declared a federal disaster area this week. Federal funding is available to people in Bergen, Essex, Morris, Passaic, and Somerset Counties.
More than 150,000 homes and","</s>Due to Hurricane Irene, parts of New Jersey were declared a federal disaster area this week. Federal funding is available to people in Bergen, Essex, Morris, Passaic, and Somerset Counties.
More than 150,000 homes and businesses have been affected by injuries caused by Hurricane Irene, according to the NJ Department of Transportation. Below are theazon emergency tweets as of 10 a.m. Wednesday:
FLOODING FEES UP IN BERGO COUNTY; Barron's"
64,unwatermarked,64,"</s>Adventist HealthCare seeks to hire a Med Surg Registered Nurse who will embrace our mission to extend God's care through the ministry of physical, mental and spiritual healing. If you want to make a difference in someone's life every day,","</s>Adventist HealthCare seeks to hire a Med Surg Registered Nurse who will embrace our mission to extend God's care through the ministry of physical, mental and spiritual healing. If you want to make a difference in someone's life every day, do not hesitate to place your faith in Adventist HealthCare®, your family and yourself. Learn more at http:// AdventistHealth.com.

Adventist HealthCare® is registered as a Raymond Nursery Mouse Parcel270."
